time,N,H,I,N_stoch,H_stoch,I_stoch
40.800000000000004,3.3677807749761524,27.65658024016472,13.649392078602412,3.3746138460264428,27.551686502376665,13.62032819677415
40.900000000000006,3.3667627137271037,27.54891704444678,13.619494138542702,3.360770210072147,27.44490032965422,13.590524032978399
41.0,3.365774733668897,27.4422752309738,13.589814078950244,3.3517474928097877,27.338489836861285,13.560950468215074
41.1,3.3648159456618525,27.336646111332225,13.560350934437414,3.3418209044843716,27.23269231313316,13.531578916659386
41.2,3.363885494817089,27.232021027007377,13.531103729093498,3.3268071931034306,27.127456435226048,13.502394785545919
41.300000000000004,3.3629825435034104,27.128391376697554,13.5020714822187,3.322713256336749,27.02252223052896,13.473383796448084
41.400000000000006,3.3621062782812907,27.02574860466235,13.473253206136697,3.3277716948044103,26.918432671040506,13.444523574090573
41.5,3.3612559090679395,26.924084201697546,13.444647906570308,3.326136778922559,26.815636929070322,13.415816956649449
41.6,3.3604306717191657,26.823389699758582,13.416254581609424,3.3276036098699375,26.713787398725746,13.387284456390907
41.7,3.359629824589346,26.723656677777807,13.388072223159954,3.3346643178876656,26.613029705231984,13.358929759912446
41.800000000000004,3.3588526467098174,26.624876764473285,13.360099817725985,3.3430214127426066,26.51363262407405,13.330761980071667
41.900000000000006,3.3580984379669396,26.52704163744056,13.332336346368065,3.342293503667419,26.415647368470438,13.302799780486932
42.0,3.357366518643261,26.43014302338113,13.304780784792529,3.3505855273968055,26.318605569969105,13.27506126851983
42.1,3.35665623123457,26.3341726937828,13.277432101619306,3.3506506217226453,26.222948790639254,13.247543313876019
42.2,3.3559669367270284,26.23912247167095,13.250289261083603,3.3448349316792174,26.128251833818993,13.220261096528343
42.300000000000004,3.355298014317426,26.14498423147905,13.223351222981902,3.3407305658189324,26.034211062064763,13.193210736131274
42.400000000000006,3.3546488610778584,26.051749899030312,13.196616942662407,3.3311449137668685,25.94090547973506,13.166376969932047
42.5,3.3540188866056093,25.959411455059545,13.170085374644023,3.3255935146640603,25.848053670626054,13.139750122000684
42.6,3.353407540424663,25.867960910387545,13.143755459525694,3.323561412874808,25.755852809652996,13.113310850652631
42.7,3.352814259781992,25.777390352794402,13.117626149265146,3.3289368883982178,25.664472352200207,13.087050692949742
42.800000000000004,3.352238512453238,25.687691910607402,13.091696384828538,3.339951885737047,25.574274473098114,13.060969347444322
42.900000000000006,3.3516797804472573,25.59885776591076,13.065965105221666,3.3310116457081866,25.485529322653985,13.03508118468218
43.0,3.3511375607055904,25.510880153185816,13.040431247357283,3.3335657553912985,25.397224611712854,13.00940943236183
43.1,3.3506113658976817,25.423751357764974,13.01509374590426,3.3269778050231165,25.309930653365292,12.983933606450792
43.2,3.350100722780462,25.337463718547824,12.98995153256699,3.3301707188688114,25.223180237082794,12.958659169005031
43.300000000000004,3.349605171327424,25.252009628608253,12.965003533882145,3.3294365325287147,25.137456970655407,12.933572253661076
43.400000000000006,3.3491242657348033,25.16738153381825,12.940248674486826,3.3179737713709536,25.05255422757529,12.908680492479018
43.5,3.348657572845666,25.083571933189464,12.915685880417792,3.324305623906702,24.967927373868083,12.883982293910302
43.6,3.348204673003276,25.000573378977503,12.891314075624768,3.320750094712499,24.884463381324736,12.8594546557074
43.7,3.347765158225789,24.91837847723784,12.867132182544026,3.3177509102779896,24.801656252247113,12.835113500913806
43.800000000000004,3.3473386332121424,24.836979887452266,12.843139122281327,3.311452674665385,24.71952723523854,12.810952355583284
43.900000000000006,3.34692471381635,24.756370322856974,12.819333814859592,3.307971043646842,24.637904596619425,12.786966658373952
44.0,3.346523027647533,24.676542550321386,12.795715179137453,3.311438129100655,24.556924102835573,12.763145760751284
44.1,3.3461332125626164,24.59748939046199,12.772282133994576,3.310898098924322,24.47692676826225,12.73948608990252
44.2,3.34575491765788,24.519203717571113,12.749033597535407,3.3136497969717205,24.39770240552584,12.715998340110374
44.300000000000004,3.3453878036861924,24.441678459576607,12.725968486785595,3.3165292978493803,24.319407871319168,12.692683392301303
44.400000000000006,3.345031539775831,24.36490659813653,12.703085719617157,3.3253860166137343,24.242040257498445,12.669548397783544
44.5,3.3446858044706382,24.28888116861724,12.680384214155051,3.323456466141135,24.165889155754147,12.64659949909783
44.6,3.344350287542361,24.213595260055246,12.657862887743232,3.314412303193989,24.090403087503663,12.62385367838862
44.7,3.3440246870173618,24.139042014851753,12.635520658474569,3.321729641310882,24.015219671788326,12.601303588246108
44.800000000000004,3.343708708843761,24.065214628719172,12.613356445353388,3.319981236789089,23.941153957135988,12.578928560678229
44.900000000000006,3.343402069387153,23.99210635108236,12.59136916707678,3.3274311012607756,23.86774147940408,12.556743571880263
45.0,3.3431044930342946,23.91971048446559,12.56955774324742,3.330032857983826,23.79543561967308,12.534743031828441
45.1,3.342815710828995,23.848020384041714,12.54792109508303,3.329302485679968,23.72398290637554,12.512940396768078
45.2,3.342535463429052,23.777029458609373,12.526458143878488,3.3316292635458646,23.65320820159578,12.491337220206226
45.300000000000004,3.3422634993567355,23.70673116989586,12.505167811942412,3.3440196725066795,23.583257582757117,12.469927962222418
45.400000000000006,3.3419995722526923,23.637119031175438,12.484049024131643,3.3568350605867416,23.51462599055488,12.448713829184284
45.5,3.3417434453984125,23.56818660955133,12.463100705322676,3.3565688135964744,23.447321483678667,12.427715781364094
45.6,3.341494888613055,23.499927524174144,12.442321782077236,3.3568848834578113,23.380676709521705,12.40695230627895
45.7,3.341253676326422,23.432335444513267,12.421711183476287,3.362985077367941,23.314714186599378,12.386412762414231
45.800000000000004,3.341019591576943,23.365404093644585,12.401267839293611,3.3567470950629126,23.249716298601783,12.366089032837502
45.900000000000006,3.3407924244012284,23.2991272470288,12.380990680764569,3.3581512042082147,23.18505649036891,12.34598555944869
46.0,3.34057197127115,23.23349873213201,12.360878640870126,3.3572430970693423,23.121113485675632,12.32608123850114
46.1,3.3403580347922692,23.168512428256385,12.340930654499951,3.3585111340061333,23.057764505672342,12.306373165859998
46.2,3.3401504233680672,23.104162266168302,12.321145658691348,3.3524851128704793,22.995112417315926,12.286854046111998
